time_period,time_identifier,geographic_level,country_code,country_name,itt_route,institution_type,breakdown_topic,breakdown,trainee_number,trainee_percentage
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Nationality,Other Nationality,21,1
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Nationality,Total Known Nationality,1499,91
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Total,New Entrants,10,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Study Pattern,Full Time,10,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Study Pattern,Part Time,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,under 25,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,25 to 29,4,40
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,30 to 34,3,30
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,35 to 39,3,30
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,40 to 44,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,45 to 49,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,50 to 54,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,55 and over,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,Mean,32,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,Median,31.5,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Male,6,60
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Female,4,40
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Other Sex,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Known Sex,10,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Total,Primary,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Primary Male,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Primary Female,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Primary Other Sex,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Primary Known Sex,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Total,Secondary,10,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Secondary Male,6,60
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Secondary Female,4,40
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Secondary Other Sex,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Secondary Known Sex,10,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Asian / Asian British,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Black / African / Caribbean / Black British,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Mixed / Multiple ethnic groups,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Other Ethnicity,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,White,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Total Known Ethnicity,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Disability,Disability Declared,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Disability,No Disability Declared,9,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Disability,Total Known Disability,9,90
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Nationality,EEA,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Nationality,UK,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Nationality,Other Nationality,0,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Nationality,Total Known Nationality,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Total,New Entrants,1631,4
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Study Pattern,Full Time,1631,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Study Pattern,Part Time,0,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,under 25,1074,66
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,25 to 29,364,22
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,30 to 34,103,6
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,35 to 39,29,2
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,40 to 44,30,2
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,45 to 49,14,1
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,50 to 54,11,1
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,55 and over,6,0
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,Mean,25,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Age,Median,23,null
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Male,485,30
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Female,1095,67
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Other Sex,51,3
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Known Sex,1631,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Total,Primary,343,21
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Primary Male,57,17
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Primary Female,277,81
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Primary Other Sex,9,3
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Primary Known Sex,343,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Total,Secondary,1288,79
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Secondary Male,428,33
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Secondary Female,818,64
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Secondary Other Sex,42,3
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Sex,Secondary Known Sex,1288,100
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Asian / Asian British,158,10
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Black / African / Caribbean / Black British,71,5
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Mixed / Multiple ethnic groups,80,5
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Other Ethnicity,25,2
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,White,1177,78
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Ethnicity,Total Known Ethnicity,1511,93
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Disability,Disability Declared,136,9
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Disability,No Disability Declared,1300,91
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Disability,Total Known Disability,1436,88
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Nationality,EEA,67,4
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Nationality,UK,1411,94
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Nationality,Other Nationality,21,1
202021,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Higher Education Institution,Nationality,Total Known Nationality,1499,92
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Total,New Entrants,385,1
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Study Pattern,Full Time,336,87
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Study Pattern,Part Time,49,13
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,under 25,91,24
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,25 to 29,100,26
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,30 to 34,55,14
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,35 to 39,47,12
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,40 to 44,35,9
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,45 to 49,30,8
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,50 to 54,20,5
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,55 and over,7,2
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,Mean,33,null
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,Median,30,null
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Male,84,22
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Female,301,78
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Other Sex,0,0
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Known Sex,385,100
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Total,Primary,269,70
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Male,40,15
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Female,229,85
202021,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Other Sex,0,0
